fid,name,category,region,province,comuna,comuna_code,address,rut,longitude,latitude,source
346,Quimica Latinoamericana S.A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache Esquina Calle 5,,-71.5208333669999,-33.0244442809999,RETC_Valparaiso
347,Queirolo Y Bonino Ltda.,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Victoria,,-71.6038888339999,-33.0483331319999,RETC_Valparaiso
348,-,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda. Uruguay,,-71.6074999689999,-33.0491665159999,RETC_Valparaiso
349,-,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda. Playa Ancha,,-71.6358333499999,-33.028610914,RETC_Valparaiso
350,Vormi Irne Valderrama,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Barros Arana,,-71.5822222099999,-33.033333175,RETC_Valparaiso
351,Teresa Davalos Uribe,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Phillippi,,-71.5877777819999,-33.033610946,RETC_Valparaiso
352,Suc. Pedro Apablaza Silva,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Concordia,,-71.637222231,-33.0347220969999,RETC_Valparaiso
1,BANCO DEL ESTADO DE CHILE,Industrial,Región de Valparaíso,,,5401,ORTIZ DE ROZAS 562,97030000-7,-71.2313888979999,-32.4483331709999,RETC_VNorte
2,BANCO DEL ESTADO DE CHILE,Industrial,Región de Valparaíso,,,5107,AVDA. NORMANDIE 1970,97030000-7,-71.5250000029999,-32.7822220869999,RETC_VNorte
3,ESVAL S A,Industrial,Región de Valparaíso,,,5107,ARTURO PRAT 75,89900400-0,-71.5294444779999,-32.763888726,RETC_VNorte
4,SOC FABRICA DE TEJIDOS KIKO LIMITADA,Industrial,Región de Valparaíso,,,5401,ESMERALDA 480,89874800-6,-71.2302777819999,-32.447499826,RETC_VNorte
5,ESVAL S A,Industrial,Región de Valparaíso,,,5107,ARTURO PRAT 216,89900400-0,-71.5297221999999,-32.7644442469999,RETC_VNorte
6,ESVAL S A,Industrial,Región de Valparaíso,,,5405,DIEGO SUTIL 156,89900400-0,-71.4519444159999,-32.5519443319999,RETC_VNorte
7,FABRICA DE HELADOS Y RESTAURANT LIHUEN LIMITADA,Industrial,Región de Valparaíso,,,5401,ORTIZ DE ROZAS 303,88939700-4,-71.2294444869999,-32.4483331739999,RETC_VNorte
8,PASTELERIA RUBIO LTDA,Industrial,Región de Valparaíso,,,5401,MANUEL MONTT 255,85431500-5,-71.2341666679999,-32.4480553769999,RETC_VNorte
9,PANIFICADORA PORTALES LIMITADA,Industrial,Región de Valparaíso,,,5401,PORTALES 695,77194000-5,-71.2324999749999,-32.4494442679999,RETC_VNorte
10,SOC PESQUERA MARLIMAR LIMITADA,Industrial,Región de Valparaíso,,,5107,BAQUEDANO 775,77094750-2,-71.5308333799999,-32.7699998269999,RETC_VNorte
11,SUPERMERCADO LA LIGUA LIMITADA,Industrial,Región de Valparaíso,,,5401,SANTA TERESA 735,76570420-0,-71.2336110919999,-32.4463887449999,RETC_VNorte
12,FABRICA DE TEJIDOS MARIA LIMITADA,Industrial,Región de Valparaíso,,,5401,ORTIZ DE ROZAS 261,50054340-K,-71.2283333049999,-32.448610953,RETC_VNorte
13,FABIOLA SOLEDAD ARAYA AHUMADA,Industrial,Región de Valparaíso,,,5401,PORTALES 1500,12816562-2,-71.2505555109999,-32.4522221109999,RETC_VNorte
14,MARIO ORLANDO MONDACA VEGA,Industrial,Región de Valparaíso,,,5401,SANTA TERESA 608,9825304-1,-71.2322221679999,-32.4461109999999,RETC_VNorte
15,MARIA EUGENIA NAVARRETE PEREZ,Industrial,Región de Valparaíso,,,5401,LAS ARAUCARIAS 1390,9020738-5,-71.2458333589999,-32.4530554189999,RETC_VNorte
16,HERNAN OSNALDO CORTEZ OLIVARES,Industrial,Región de Valparaíso,,,5401,VIC MACKENNA 386,4746509-5,-71.2327777909999,-32.4469442619999,RETC_VNorte
17,AQUILES DEL CARMEN CARDOZA MENDOZA,Industrial,Región de Valparaíso,,,5401,ESMERALDA 260,5107007-0,-71.2283332819999,-32.4474999039999,RETC_VNorte
18,VICTORIO IRIGOYEN RECARTE,Industrial,Región de Valparaíso,,,5107,ESTRELLA DE CHILE 180,3676944-0,-71.5247221879999,-32.7813887439999,RETC_VNorte
19,JUAN ENRIQUE PARRA DURAN,Industrial,Región de Valparaíso,,,5107,LUIS ORIONE 920,2478522-K,-71.5341666899999,-32.7822220699999,RETC_VNorte
20,FRESIA ADRIANA GUZMAN BRICENO,Industrial,Región de Valparaíso,,,5401,ORTIZ DE ROZAS 721,3040397-5,-71.2336111609999,-32.4486109289999,RETC_VNorte
